gene_ID,Chr,start,Gene_name,Embryo_16_DAP,Embryo_18_DAP,Embryo_20_DAP,Embryo_22_DAP,Embryo_24_DAP,Endosperm_12_DAP,Endosperm_14_DAP,Endosperm_16_DAP,Endosperm_18_DAP,Endosperm_20_DAP,Endosperm_22_DAP,Endosperm_24_DAP,Whole_seed_10_DAP,Whole_seed_12_DAP,Whole_seed_14_DAP,Whole_seed_16_DAP,Whole_seed_18_DAP,Whole_seed_2_DAP,Whole_seed_20_DAP,Whole_seed_22_DAP,Whole_seed_24_DAP,Whole_seed_4_DAP,Whole_seed_6_DAP,Whole_seed_8_DAP,mean_expr,max_expr,nonzero_prop
Zm00001eb126890,3,31903238,Protein CUP-SHAPED COTYLEDON 1-like,5.710173333,0.572150333,4.757216667,4.15775,2.90971,110.967,149.074,242.7493333,136.7923333,156.912,145.693,113.9033333,6.909435,54.15116667,110.0665,116.729,118.24675,0,132.289,113.3253333,101.6026,0,0,0.105542,76.15097197,242.7493333,0.875
Zm00001eb127430,3,34728773,CCT-beta,88.44373333,117.4943333,111.5263333,97.2839,93.32053333,149.8545,125.128,57.7994,64.57166667,33.10966667,24.49543333,25.07306667,74.1766,107.377,101.161,69.088,58.080625,86.02146667,37.74803333,35.66736667,35.17593333,71.06753333,59.7292,65.19853333,74.52466076,149.8545,1
Zm00001eb129380,3,48367900,Gamma carbonic anhydrase 1,73.1432,80.9611,76.6358,73.19936667,79.03146667,71.78455,66.537,51.60973333,57.51963333,44.25173333,37.07623333,33.58026667,67.3691,71.9358,68.08895,57.2159,54.147375,79.3262,47.56153333,45.1499,43.8639,79.86363333,70.74383333,71.3308,62.58029201,80.9611,1
Zm00001eb128040,3,38649221,Calmodulin,52.4891,46.53763333,55.94886667,57.22753333,77.52163333,77.7392,58.3743,74.89203333,57.583,49.22413333,38.87916667,35.85713333,77.26345,65.32713333,70.92705,58.4507,54.367425,88.43046667,46.6615,41.4963,46.1784,89.5663,73.43223333,87.97616667,61.7646191,89.5663,1
Zm00001eb130870,3,59444036,S-adenosylmethionine synthase,117.391,65.08296667,63.8063,50.8427,70.96493333,49.6931,20.7803,42.68716667,25.55703333,12.7206,11.67562667,16.08483333,159.823,81.1297,65.6992,46.6838,44.87245,89.92286667,36.1043,33.53636667,36.89463333,98.65273333,96.59206667,131.8363333,61.20975042,159.823,1
Zm00001eb125600,3,24164683,,40.81786667,10.46317667,23.90433333,36.26523333,88.8268,1.4276,0.724904,5.328186667,23.67396667,5.61099,4.757743333,4.685303333,161.84,79.6244,47.6752,33.8653,37.8597,112.9987,85.42946667,84.5625,123.542,85.68563333,172.2006667,141.4726667,58.88509739,172.2006667,1
Zm00001eb127460,3,34856883,,831.4996667,121.7868333,57.33573333,54.05103333,63.30393333,0.0574405,0,2.415013333,0.070778667,0,0.287099333,0.137057,4.83575,0.396105333,0,0,1.31483725,150.8887,2.910708,4.553883333,6.749466667,63.30096667,28.28546667,11.74644667,58.58028831,831.4996667,0.833333333
Zm00001eb125560,3,23947648,Bowman-Birk type trypsin inhibitor,103.7993,54.98236667,122.4803,224.975,778.456,0.0069102,0,0.154068667,0.1982842,0.659002333,0.980585667,2.606163333,0.0287049,0.020894367,0.184045,0.389082,1.012389,0.660153667,5.83172,18.0238,57.50203333,0.229173333,0.155514733,0.0951124,57.22627516,778.456,0.958333333
Zm00001eb138910,3,141538093,Transmembrane 9 superfamily member,37.32736667,54.6439,49.84663333,41.2601,40.83373333,58.5807,61.5754,36.8737,50.79146667,38.50313333,34.40786667,34.6973,85.45015,67.46476667,72.30625,50.832,53.224075,78.79993333,43.48636667,36.0988,38.42506667,85.61,70.08746667,93.89156667,54.7924059,93.89156667,1
Zm00001eb138110,3,136838008,glycine-rich RNA-binding protein 2,117.1986667,83.62013333,76.0687,67.194,72.76416667,61.6113,51.6182,41.96363333,27.8064,18.01956667,15.89643333,15.38953333,57.92725,58.64816667,53.1065,36.374,27.319825,53.71343333,24.40406667,23.61326667,25.13876667,47.5681,49.7628,50.432,48.21495452,117.1986667,1
Zm00001eb128130,3,38975382,26S proteasome regulatory subunit RPN11,58.8586,71.51196667,58.42483333,54.47196667,61.52263333,62.84225,57.6976,45.00636667,44.3064,36.62163333,28.7558,29.49016667,46.9197,55.6468,59.52135,43.8535,43.2672,51.31363333,38.81746667,33.30276667,35.7629,48.07026667,40.18603333,47.81513333,48.08279028,71.51196667,1
Zm00001eb138410,3,138957234,Coatomer subunit delta,42.28573333,69.02816667,64.60566667,59.12783333,51.57303333,55.3331,57.5797,29.21723333,33.9929,21.7674,21.5828,20.41446667,63.0414,53.3261,57.2411,44.8845,38.205375,62.97256667,28.00316667,27.9346,27.56566667,63.9761,56.60943333,65.92183333,46.50791146,69.02816667,1
Zm00001eb127630,3,35824347,Importin subunit alpha,53.75293333,51.97473333,46.7686,46.753,42.70673333,54.691,54.6849,48.76916667,45.6195,39.3623,38.5096,38.51763333,42.4187,51.8401,57.74635,51.4216,45.997525,49.54306667,36.63963333,40.22026667,41.0289,44.21556667,42.85836667,39.63483333,46.06979201,57.74635,1
Zm00001eb123830,3,15426193,Histone domain-containing protein,455.8163333,132.6461,65.11983333,48.89143333,35.01296667,39.04445,22.3201,40.7457,9.760336667,2.938703333,3.01622,2.809123333,15.8354,19.98453333,24.90505,14.6046,11.7833775,66.60796667,6.500386667,8.073976667,7.16118,27.77163333,19.17163333,13.25893333,45.57416545,455.8163333,1
Zm00001eb134780,3,113440225,50S ribosomal protein HLP,58.06503333,51.63973333,51.39283333,60.04983333,70.57136667,61.4981,41.6893,49.38026667,40.4715,44.1347,40.54406667,38.15893333,35.45965,48.54756667,42.0588,43.0425,37.503225,35.49973333,41.2336,40.7293,38.50906667,34.5352,36.7835,37.2555,44.94805451,70.57136667,1
Zm00001eb131070,3,60384979,Dihydrolipoyl dehydrogenase,38.9894,38.0347,41.13,35.64786667,31.8818,73.50655,83.4458,50.51076667,51.56676667,34.18156667,28.815,24.92,47.72705,61.79053333,71.7098,61.4763,47.1978,32.92983333,37.67246667,34.57476667,31.01653333,36.7885,34.0212,39.6493,44.54934583,83.4458,1
Zm00001eb137540,3,133965266,Epimerase domain-containing protein,50.32166667,67.74506667,71.14643333,71.62516667,74.974,45.5204,47.3854,29.33763333,29.22026667,23.14663333,19.34923333,20.97813333,48.71325,44.46483333,39.24755,32.633,31.06595,58.41626667,24.73806667,24.59133333,25.82486667,59.30606667,54.6502,53.109,43.64626736,74.974,1
Zm00001eb136880,3,130029174,ATP citrate synthase,31.0722,44.5746,47.5477,46.4267,51.6614,50.1719,34.3505,21.07036667,25.82706667,19.61383333,17.70996667,15.70833333,79.66395,67.84483333,49.73655,37.1054,33.474475,58.29603333,30.08163333,30.512,28.92373333,66.07483333,73.60746667,80.09516667,43.38127674,80.09516667,1
Zm00001eb133450,3,99372009,Adenylate kinase,32.98053333,47.2152,33.82836667,30.94286667,23.50136667,79.321,68.8078,28.53846667,48.97233333,27.98343333,21.40166667,19.93693333,45.7368,72.4358,82.13885,47.9644,50.10525,43.4337,44.97523333,39.10963333,34.8881,35.43223333,35.45756667,40.33853333,43.14358611,82.13885,1
Zm00001eb125460,3,23432159,Transmembrane protein like,48.35243333,39.56513333,44.19236667,39.83986667,47.0804,41.2477,52.1667,61.23806667,58.3362,41.4194,37.3468,39.29803333,26.9712,34.06433333,48.60565,54.6863,49.8714,31.15666667,40.9529,40.1825,45.2241,34.0629,28.65656667,28.02693333,42.18935625,61.23806667,1
Zm00001eb135810,3,122385695,26S proteasome non-ATPase regulatory subunit 11,27.8548,43.68223333,46.71336667,44.4063,41.70933333,68.7132,70.1905,32.52786667,40.32643333,28.99333333,23.5086,21.66953333,51.24595,58.18746667,53.9954,39.9042,38.888925,47.0254,33.8767,29.75006667,28.1596,46.58723333,44.97956667,48.11306667,42.12537813,70.1905,1
Zm00001eb129080,3,45681356,ERI1 exoribonuclease 2,48.478,38.4135,37.66396667,46.1441,43.6158,29.13785,23.5054,41.8677,31.08366667,28.21953333,30.8933,29.07353333,60.00565,48.23796667,37.2551,41.7796,38.7503,54.94376667,32.87133333,35.39593333,34.02683333,65.03883333,56.0929,58.67626667,41.29878472,65.03883333,1
Zm00001eb130880,3,59444075,,75.4074,43.68663333,42.4391,33.4973,47.8621,34.56675,14.2546,25.7669,16.89126667,8.69726,6.855506667,10.87122667,108.1675,54.6722,42.4638,29.5169,29.53345,63.26963333,23.30653333,21.89766667,23.67496667,67.47073333,66.0723,90.25323333,40.87895667,108.1675,1
Zm00001eb125330,3,22454465,Pathogenesis-related transcriptional activator PTI6,60.06406667,23.0958,19.61963333,23.2602,27.5289,49.17045,45.1248,151.2176667,57.19933333,49.15456667,57.3216,45.5009,13.21475,27.08186667,36.26065,54.789,51.4982,17.9384,33.03963333,45.37356667,36.10706667,22.49473333,13.20356667,11.3284,40.44115625,151.2176667,1
Zm00001eb135800,3,122381555,Hcy-binding domain-containing protein,85.13426667,77.77013333,61.89073333,51.57826667,52.2073,28.74115,38.2167,28.3401,35.7311,23.38816667,26.01423333,29.9689,32.5113,36.07696667,44.4283,37.935,35.159175,41.5227,29.22626667,32.37646667,36.64563333,36.76666667,26.37743333,34.58733333,40.10809549,85.13426667,1
Zm00001eb133900,3,105017122,Casein kinase I isoform alpha,34.33373333,37.6058,43.9575,44.84116667,42.23333333,42.8612,44.8857,39.67713333,37.52956667,29.70126667,27.7237,26.01756667,46.06825,47.7396,44.093,47.6618,39.176775,43.20316667,33.32173333,33.3628,32.4935,46.9887,45.2727,48.554,39.97098715,48.554,1
Zm00001eb126700,3,30356718,RING-box protein 1a,98.33663333,73.02253333,49.27083333,41.73663333,47.09993333,49.6688,43.3604,43.28546667,24.84163333,18.3786,14.51183333,18.51396667,43.12795,40.2445,43.28475,26.9239,23.047075,49.1371,19.48123333,18.32113333,21.11053333,43.8403,44.42396667,43.453,39.10094618,98.33663333,1
Zm00001eb137490,3,133824613,,2.052113333,1.798860667,4.43458,7.636623333,4.494914333,88.2704,9.42349,8.775396667,9.34365,12.48562,19.5192,17.0125,120.1965,145.3713333,106.578,95.6955,67.595375,0,42.46315,44.39293333,45.02023333,0.100949333,1.462535667,43.39876667,37.39677604,145.3713333,0.958333333
Zm00001eb137550,3,134031771,mRNA cap-binding protein,65.75966667,47.83763333,41.1707,39.8992,36.63043333,66.09485,52.0686,54.3784,33.6485,25.1063,20.51053333,21.442,30.8885,47.51616667,45.44645,30.1058,29.9795,39.53576667,27.03713333,23.36456667,22.88036667,32.70383333,29.5383,29.85933333,37.22510556,66.09485,1
Zm00001eb128810,3,43769346,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2,46.63353333,35.79283333,32.10023333,28.01943333,32.8176,38.25635,53.3118,19.93143,32.04623333,32.3932,23.60953333,17.63706667,51.0221,43.75223333,56.95285,52.0985,34.7161,37.96136667,33.2154,30.02306667,26.79966667,29.39036667,32.74006667,37.24596667,35.76945542,56.95285,1
Zm00001eb127690,3,36126097,,54.49706667,37.49896667,35.10283333,30.96463333,38.99153333,38.11285,42.9448,55.91483333,29.9338,25.45553333,17.95006667,17.57843333,47.61855,34.7225,45.339,37.1994,31.4668,44.97726667,24.92736667,20.2104,22.98126667,44.42863333,33.92266667,43.61233333,35.68131389,55.91483333,1
Zm00001eb125130,3,21504648,Aldehyde oxygenase (deformylating),18.79313333,29.744,28.1251,30.3285,31.26636667,22.97115,38.2799,19.63086667,26.87376667,16.22353333,11.65213333,17.53643333,47.6623,23.81286667,34.77115,23.202,23.146425,69.18156667,20.4038,15.80116667,20.49913333,98.3177,87.6018,88.69973333,35.18852188,98.3177,1
Zm00001eb134090,3,106870646,Plasma membrane ATPase,33.49426667,37.4105,57.327,58.60403333,69.40553333,20.5712,31.9968,17.0562,23.3706,19.12003333,17.63193333,22.55536667,32.79275,20.70933333,25.72675,24.5636,23.382875,65.1605,23.45383333,24.97596667,30.30593333,71.63743333,45.54653333,47.6717,35.18627812,71.63743333,1
Zm00001eb127970,3,38073895,Transcription factor Pur-alpha 1,34.12253333,30.33676667,26.27253333,25.39976667,17.7539,67.4209,59.9074,59.30896667,41.14513333,42.66836667,42.06516667,42.34766667,21.89435,42.1229,39.7679,36.4639,33.584125,24.055,32.74626667,30.37753333,32.5439,19.9683,18.5941,19.29986667,35.0069684,67.4209,1
Zm00001eb134520,3,110898396,Putative axial regulator YABBY 2,1.553132667,1.914406667,1.109406667,1.40707,1.146163667,2.339155,1.671,1.161115333,4.219743333,0.432562,0.425139,0.336706667,157.6595,95.06086667,60.241,52.6887,36.04045,54.1311,31.56096667,28.34793333,23.2428,78.17043333,77.61386667,117.9995,34.6030299,157.6595,1
Zm00001eb133140,3,96353827,ABC transporter F family member 1,54.85066667,59.72166667,60.70606667,61.5735,58.2605,41.3411,27.1018,15.18283333,19.25743333,11.42913333,10.78506,9.143846667,45.2311,45.70496667,36.09575,24.1565,22.781725,35.7278,18.5172,21.68453333,18.75216667,35.192,33.9295,38.2517,33.55743951,61.5735,1
Zm00001eb135750,3,121289917,CRC domain-containing protein,27.2613,32.26436667,35.78653333,34.9107,31.09473333,41.95035,44.312,29.77586667,34.6728,22.69483333,23.48926667,18.35306667,35.95155,40.6863,37.54025,37.0374,32.354225,40.8185,23.27783333,26.44106667,22.2274,45.92656667,38.1755,37.1413,33.08932118,45.92656667,1
Zm00001eb130200,3,54595829,Outer envelope pore protein 16-2,73.6583,49.48566667,78.71463333,107.197,314.6256667,8.18291,6.99934,7.839096667,14.00765667,1.339507,1.63815,2.802183333,0.1795225,4.645413333,11.35025,9.77707,11.589495,1.268967333,18.62183333,20.33286667,43.65123333,1.206646333,0.333019,0.141231533,32.89948578,314.6256667,1
Zm00001eb128290,3,40364551,CRAL-TRIO domain-containing protein,13.50156667,23.77576667,30.06203333,32.5387,33.1047,21.38145,28.0164,14.90892333,24.82666667,20.34933333,16.0832,15.627,60.5201,45.5604,40.6245,40.0368,24.31265,40.1303,25.38696667,26.37033333,28.29053333,49.62653333,53.48836667,60.48306667,32.04192875,60.5201,1
Zm00001eb127670,3,35931122,GTP-binding protein SAR1A,31.7428,30.67993333,30.69786667,37.5568,34.28403333,30.86515,17.0669,21.12816667,17.1138,13.55776667,15.57406667,15.89906667,52.34055,53.0452,32.4996,22.0407,23.21495,41.05843333,23.17523333,22.5094,23.12373333,39.65443333,75.50606667,52.4287,31.53180625,75.50606667,1
Zm00001eb138380,3,138838258,Floral homeotic protein AGAMOUS,0.000421823,0.000509669,0.000590571,0.000271105,0.000243584,4.32222,1.70009,0.53238907,4.190883333,0.032010812,0.280862646,0.134743228,98.3228,46.0581,21.0693,15.7897,15.6203,109.164,9.98807,9.746516667,7.735436667,128.1456667,138.8986667,111.205,30.12244969,138.8986667,1
Zm00001eb133890,3,105012485,Microtubule-associated proteins 70-1,20.26016667,23.32536667,26.48083333,33.2515,31.94653333,22.38535,16.8785,14.30596667,15.76716667,12.61016667,13.9473,11.54833333,51.02115,39.61446667,22.215,20.3202,19.790475,56.9277,16.1293,19.26013333,15.76793333,65.48843333,70.87903333,64.43456667,29.35648229,70.87903333,1
Zm00001eb127790,3,36668875,U6 snRNA-associated Sm-like protein LSm4,40.8434,32.3632,26.19453333,24.04986667,20.20933333,44.91495,51.4861,49.46663333,34.2379,25.4999,19.78093333,16.63963333,20.99415,34.0622,35.25275,36.6694,26.932775,28.77153333,25.4508,19.78133333,19.6509,22.4513,20.87936667,20.4056,29.04118715,51.4861,1
Zm00001eb137930,3,136294078,2'-deoxymugineic-acid 2'-dioxygenase,8.597986667,0.372367,0.975710333,0.84599,1.408146667,105.5327,77.9062,140.4613333,64.76066667,10.97795333,6.85991,5.12888,2.34099,43.1437,49.7619,69.279,49.489125,0.176166667,18.52336667,13.27786667,9.782016667,0.239147,0.540495,0.548735667,28.37209805,140.4613333,1
Zm00001eb124560,3,18242881,Mitochondrial glycoprotein,33.287,37.92503333,33.08963333,24.63356667,25.48666667,62.3063,63.5899,28.27013333,27.95203333,16.47996667,11.56876667,11.81702667,25.53295,36.33486667,54.2365,30.6611,24.234575,20.1186,18.35953333,14.5392,13.6074,15.72676667,16.22503333,18.10493333,27.67031188,63.5899,1
Zm00001eb130810,3,58813538,Suppressor of mec-8 and unc-52 protein homolog 1,31.31163333,45.95873333,39.077,37.44983333,37.54506667,30.49915,29.3825,18.74826667,22.38296667,19.3575,18.44363333,18.36086667,25.7847,27.8792,32.55495,22.4474,22.347275,32.9263,20.35256667,21.86486667,20.12186667,27.47736667,23.16023333,23.40406667,27.03491424,45.95873333,1
Zm00001eb136750,3,129040463,,47.37376667,20.43713333,10.88850333,10.97795667,18.7748,0.9830055,0.839316,2.367281,6.57111,0.697847667,0.954451333,1.039351667,76.09615,28.67276667,19.8989,14.7537,16.32453,85.9456,10.95064333,13.14523333,18.89296667,90.24113333,59.0708,79.38963333,26.47027416,90.24113333,1
Zm00001eb137060,3,130668006,Ras-related protein Rab-3D,45.37033333,40.45256667,39.1175,42.6885,50.60856667,17.4089,10.4696,14.2988,10.10073333,8.612043333,7.229296667,7.532503333,43.2221,28.58403333,17.0335,13.5789,15.042225,40.11883333,14.98723333,13.74293333,14.38663333,41.4525,46.85733333,42.61176667,26.06280562,50.60856667,1
Zm00001eb137900,3,135890402,heat shock protein 90-6,31.7333,47.02213333,46.66893333,41.73696667,33.91123333,51.79595,31.5551,10.27166333,14.1918,9.461006667,8.016503333,7.60178,27.0546,35.1075,28.65225,18.9278,16.536625,22.78663333,12.16777333,12.25513333,11.3597,21.47293333,28.55856667,21.7772,24.60929521,51.79595,1
Zm00001eb134330,3,108966058,Malate dehydrogenase,26.7819,30.4047,42.8317,48.63106667,59.97663333,8.82454,7.62515,7.90941,9.37155,7.336616667,5.79737,8.59979,44.5262,30.29813333,22.66745,16.8314,15.6178,28.15323333,14.45303333,14.4222,16.1434,35.26666667,34.5162,43.61133333,24.19156153,59.97663333,1
Zm00001eb137600,3,134442627,Uveal autoantigen with coiled-coil domains and ankyrin repeats isoform 4,41.47216667,57.7538,45.31766667,39.2755,32.65413333,25.15595,15.3938,13.1439,13.04733333,9.43168,7.764543333,8.09429,28.25085,22.87383333,23.3364,13.9458,13.838625,42.94256667,14.74133333,11.3273,12.1084,35.54943333,23.99916667,28.13223333,24.14794604,57.7538,1
Zm00001eb133590,3,100996314,Exocyst complex component SEC10,24.67073333,31.8783,36.66643333,37.5898,29.84023333,37.2496,30.223,18.71706667,21.06503333,17.16903333,18.36343333,13.52803333,23.2323,28.7218,23.2739,23.5041,19.6283,21.49116667,16.72976667,19.6912,16.84216667,21.53056667,19.05873333,21.3991,23.83599167,37.5898,1
Zm00001eb128780,3,43547120,Argonaute,23.8853,37.2275,56.3269,55.44286667,41.01393333,19.9918,17.9651,9.60328,11.43236333,8.990676667,8.648706667,8.63104,21.1671,20.2116,16.37655,16.0466,13.2895,42.3014,12.09514333,13.06873333,12.20006667,37.12846667,32.24346667,25.69043333,23.37410528,56.3269,1
Zm00001eb126920,3,32120458,E3 ubiquitin-protein ligase CHFR,20.2702,22.3688,26.79296667,29.38346667,30.54696667,21.83325,24.0379,17.4686,17.5011,13.54473333,12.21456667,16.65456667,32.11725,28.07573333,25.88215,24.0642,19.4931,27.8638,16.90613333,15.3263,19.62346667,30.68416667,32.5611,29.6137,23.11784236,32.5611,1
Zm00001eb136920,3,130168437,Prefoldin subunit 3,36.86093333,32.51233333,25.4964,26.778,28.03733333,40.66265,28.9004,21.0272,14.37673333,9.991436667,6.721613333,7.968963333,24.0147,31.05963333,29.46905,15.9699,14.2316,25.2336,9.97499,9.789446667,9.43581,22.55226667,24.8921,23.28333333,21.63501778,40.66265,1
Zm00001eb137580,3,134231529,RALF,56.3556,6.24839,3.73884,3.527233333,4.039303333,11.4815,11.6902,249.1653333,27.22453333,14.2998,14.1745,16.7298,4.01048,4.844446667,7.496765,12.2028,21.896575,7.455666667,9.980063333,8.690813333,10.2513,2.988126667,3.83288,2.830836667,21.46482444,249.1653333,1
Zm00001eb136110,3,125207469,LisH domain-containing protein,30.9044,47.56443333,39.78446667,31.56263333,20.52833333,35.44075,24.8941,15.18363333,15.96506667,10.64586333,7.862323333,8.423193333,19.4157,25.79456667,21.47415,16.4484,15.38125,19.5929,11.65171,11.2742,10.65342,16.00863333,23.43766667,16.57996667,20.68632333,47.56443333,1
Zm00001eb128900,3,44134711,,48.07296667,16.76583333,4.56538,4.690723333,7.775763333,49.61765,15.0445,149.7556667,10.02414333,4.688563333,8.16305,8.677143333,20.0686,17.99976667,14.145965,17.8686,13.980655,20.40232,5.780763333,6.247613333,7.215913333,15.2794,13.22493333,14.64273333,20.61244361,149.7556667,1
Zm00001eb132880,3,93572280,Ubiquitinyl hydrolase 1,10.94853,20.19473333,24.52733333,25.25543333,23.70943333,21.01445,19.2081,10.73287,14.74506667,12.40553333,13.01,14.5168,27.20665,23.48593333,19.14045,20.6366,17.4331,28.54,14.55223333,16.71813333,16.71923333,31.87463333,30.69823333,30.67106667,20.33102292,31.87463333,1
Zm00001eb135550,3,119198456,Auxin-responsive protein IAA30,11.79866667,10.17108,12.6585,14.87873333,22.64016667,0.2562195,0.343826,0.569610333,0.686308667,0.246846,0.227093,0.927891,63.1321,19.76596667,9.150535,4.32736,5.40788,59.5904,5.218303333,4.415626667,4.591396667,79.0109,72.2038,83.03516667,20.21893234,83.03516667,1
Zm00001eb127490,3,35125027,Non-specific serine/threonine protein kinase,21.6626,22.88206667,25.5392,24.63253333,23.97063333,16.0075,17.9594,14.294,16.92753333,11.98143333,9.48723,10.78047,21.80625,19.99753333,23.91155,19.2842,16.99905,35.8816,15.18333333,13.89426667,15.16493333,34.59573333,26.5109,23.13133333,20.10355347,35.8816,1
Zm00001eb128160,3,39318439,Glutaredoxin-dependent peroxiredoxin,40.15806667,41.26,33.1048,38.40086667,47.01243333,19.95495,10.0479,8.117796667,9.194553333,5.35423,4.547166667,4.877486667,22.02465,20.60856667,17.2462,10.6344,10.6762475,25.73786667,9.22963,10.43577333,10.06760667,24.19823333,22.77823333,24.59666667,19.59434684,47.01243333,1
Zm00001eb139010,3,142340979,WD repeat-containing protein 20-like isoform X5,14.35523333,14.66156667,15.76636667,15.78653333,16.3391,20.17395,24.7325,18.94686667,16.17603333,12.7883,14.38076667,14.71496667,25.5532,26.17713333,26.82595,26.4314,19.08515,19.18553333,15.42206667,16.60566667,16.84303333,23.9185,24.2627,24.6537,19.32442569,26.82595,1
Zm00001eb133420,3,98733038,HECT-type E3 ubiquitin transferase,7.016963333,10.12689667,15.30273333,16.50266667,13.55996667,22.4516,27.1163,15.94776667,22.43063333,21.80746667,28.35513333,27.92143333,16.71585,18.6499,18.9033,26.4006,23.500725,14.7144,18.40856667,25.8425,24.77856667,16.88166667,14.1135,15.995,19.31017229,28.35513333,1
Zm00001eb131370,3,65118571,Ribosome biogenesis protein BOP1 homolog,15.47556667,18.67556667,19.7304,22.5145,23.36266667,26.43205,35.7348,20.5409,23.41623333,21.32773333,15.52693667,16.8287,19.1089,28.78996667,32.5289,14.3894,17.8879,14.28913333,15.85556667,13.2513,13.03656667,9.79734,9.760613333,14.0672,19.26370167,35.7348,1
Zm00001eb139130,3,143017489,Beta-galactosidase,7.587316667,10.15761,13.4492,14.54773333,15.59783333,5.435905,6.13617,7.473016667,12.9105,15.6481,15.87136667,11.54276667,49.00345,32.1662,20.2205,17.7379,18.94135,17.9457,19.4491,19.90063333,16.9876,26.60333333,36.16246667,50.79746667,19.2613841,50.79746667,1
