Population,Comparison,theta_summary_mode,chr,chr_num,nc_id,window_id,window_start_bp,window_end_bp,window_mid_bp,mean_fst,Tajima_Gen0,Tajima_Gen14,deltaD,pi_Gen0,pi_Gen14,pi_ratio,log_pi_ratio,fst_outlier,deltaD_outlier,pi_outlier,all_three_signals,gene_count,GeneIDs,GeneNames,GeneBiotypes,snp_count,n_theta_sites_Gen0,n_theta_sites_Gen14,support_windows_Gen0,support_windows_Gen14,mean_window_nSites_Gen0,mean_window_nSites_Gen14,nChr_Gen0,nChr_Gen14
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,149,155750001,156250000,156000000,0.12053569818992396,2.2771261369088336,2.9620117367159304,0.6848855998070968,0.28278804266907315,0.3230895060353867,1.1425147364292043,0.19221277363014894,No,No,No,No,19,Zm00001eb141810;Zm00001eb141820;Zm00001eb141830;Zm00001eb141840;Zm00001eb141850;Zm00001eb141860;Zm00001eb141870;Zm00001eb141880;Zm00001eb141890;Zm00001eb141900;Zm00001eb141910;Zm00001eb141920;Zm00001eb141930;Zm00001eb141940;Zm00001eb141950;Zm00001eb141960;Zm00001eb141970;Zm00001eb141980;Zm00001eb141990,Zm00001eb141810;Zm00001eb141820;Zm00001eb141830;Zm00001eb141840;Zm00001eb141850;Zm00001eb141860;Zm00001eb141870;Zm00001eb141880;Zm00001eb141890;Zm00001eb141900;Zm00001eb141910;Zm00001eb141920;Zm00001eb141930;Zm00001eb141940;Zm00001eb141950;Zm00001eb141960;Zm00001eb141970;Zm00001eb141980;Zm00001eb141990,protein_coding,3658,6984,8202,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,150,156250001,156750000,156500000,0.07828541196447418,2.351147981641608,2.5825537032665085,0.23140572162490036,0.2914888705619083,0.3053026584646778,1.047390447107433,0.06679935162838878,No,No,No,No,6,Zm00001eb142000;Zm00001eb142010;Zm00001eb142020;Zm00001eb142030;Zm00001eb142040;Zm00001eb142050,Zm00001eb142000;Zm00001eb142010;Zm00001eb142020;Zm00001eb142030;Zm00001eb142040;Zm00001eb142050,protein_coding,4335,8037,8965,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,151,156750001,157750000,157250000,0.05851383979611962,3.0327924144616514,2.8516314285568813,-0.18116098590477003,0.3257868346898649,0.31557247933474253,0.9686471205478698,-0.045956909284985456,No,No,No,No,25,Zm00001eb142060;Zm00001eb142070;Zm00001eb142080;Zm00001eb142090;Zm00001eb142100;Zm00001eb142110;Zm00001eb142120;Zm00001eb142130;Zm00001eb142140;Zm00001eb142150;Zm00001eb142160;Zm00001eb142170;Zm00001eb142180;Zm00001eb142190;Zm00001eb142200;Zm00001eb142210;Zm00001eb142220;Zm00001eb142230;Zm00001eb142240;Zm00001eb142250;Zm00001eb142260;Zm00001eb142270;Zm00001eb142280;Zm00001eb142290;Zm00001eb142300,Zm00001eb142060;Zm00001eb142070;Zm00001eb142080;Zm00001eb142090;Zm00001eb142100;Zm00001eb142110;Zm00001eb142120;Zm00001eb142130;Zm00001eb142140;Zm00001eb142150;Zm00001eb142160;Zm00001eb142170;Zm00001eb142180;Zm00001eb142190;Zm00001eb142200;Zm00001eb142210;Zm00001eb142220;Zm00001eb142230;Zm00001eb142240;Zm00001eb142250;Zm00001eb142260;Zm00001eb142270;Zm00001eb142280;Zm00001eb142290;Zm00001eb142300,protein_coding,10729,17602,18566,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,152,157750001,158250000,158000000,0.05232287189552134,2.5454468859219572,2.2949297694824375,-0.2505171164395197,0.30266279496165033,0.28811195979695725,0.9519239384327474,-0.07108179239383257,No,No,No,No,10,Zm00001eb142310;Zm00001eb142330;Zm00001eb142340;Zm00001eb142350;Zm00001eb142360;Zm00001eb142370;Zm00001eb142400;Zm00001eb142410;Zm00001eb142420;Zm00001eb142430,Zm00001eb142310;Zm00001eb142330;Zm00001eb142340;Zm00001eb142350;Zm00001eb142360;Zm00001eb142370;Zm00001eb142400;Zm00001eb142410;Zm00001eb142420;Zm00001eb142430,protein_coding,5649,9116,9417,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,153,158250001,158750000,158500000,0.067742020559434,3.170534016779044,2.3865113662395503,-0.7840226505394936,0.3353131558623448,0.2931285557582995,0.8741934237696203,-0.19397556957851628,No,No,No,No,10,Zm00001eb142430;Zm00001eb142440;Zm00001eb142450;Zm00001eb142460;Zm00001eb142470;Zm00001eb142480;Zm00001eb142490;Zm00001eb142500;Zm00001eb142510;Zm00001eb142530,Zm00001eb142430;Zm00001eb142440;Zm00001eb142450;Zm00001eb142460;Zm00001eb142470;Zm00001eb142480;Zm00001eb142490;Zm00001eb142500;Zm00001eb142510;Zm00001eb142530,protein_coding,4299,9134,7467,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,154,158750001,160250000,159500000,0.07266413929508335,2.4759179774180944,1.6380845382130735,-0.8378334392050208,0.2902040090008303,0.24269746294863845,0.8362994838846077,-0.25790842226593197,No,No,No,No,31,Zm00001eb142540;Zm00001eb142560;Zm00001eb142570;Zm00001eb142580;Zm00001eb142600;Zm00001eb142610;Zm00001eb142620;Zm00001eb142630;Zm00001eb142640;Zm00001eb142650;Zm00001eb142660;Zm00001eb142670;Zm00001eb142680;Zm00001eb142690;Zm00001eb142700;Zm00001eb142710;Zm00001eb142720;Zm00001eb142730;Zm00001eb142740;Zm00001eb142750;Zm00001eb142760;Zm00001eb142770;Zm00001eb142790;Zm00001eb142800;Zm00001eb142810;Zm00001eb142820;Zm00001eb142830;Zm00001eb142840;Zm00001eb142850;Zm00001eb142870;Zm00001eb142880,Zm00001eb142540;Zm00001eb142560;Zm00001eb142570;Zm00001eb142580;Zm00001eb142600;Zm00001eb142610;Zm00001eb142620;Zm00001eb142630;Zm00001eb142640;Zm00001eb142650;Zm00001eb142660;Zm00001eb142670;Zm00001eb142680;Zm00001eb142690;Zm00001eb142700;Zm00001eb142710;Zm00001eb142720;Zm00001eb142730;Zm00001eb142740;Zm00001eb142750;Zm00001eb142760;Zm00001eb142770;Zm00001eb142790;Zm00001eb142800;Zm00001eb142810;Zm00001eb142820;Zm00001eb142830;Zm00001eb142840;Zm00001eb142850;Zm00001eb142870;Zm00001eb142880,protein_coding,10241,22207,21253,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,155,160250001,160750000,160500000,0.06088031754551826,3.4124078126184982,2.999075086958955,-0.41333272565954315,0.3352811764679624,0.3076936714395749,0.9177183004455854,-0.12387671784778886,No,No,No,No,10,Zm00001eb142890;Zm00001eb142900;Zm00001eb142910;Zm00001eb142930;Zm00001eb142940;Zm00001eb142950;Zm00001eb142960;Zm00001eb142980;Zm00001eb142990;Zm00001eb143000,Zm00001eb142890;Zm00001eb142900;Zm00001eb142910;Zm00001eb142930;Zm00001eb142940;Zm00001eb142950;Zm00001eb142960;Zm00001eb142980;Zm00001eb142990;Zm00001eb143000,protein_coding,4049,7209,8310,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,156,160750001,161250000,161000000,0.06508407891714649,2.2360510279796766,1.2438396636870483,-0.9922113642926282,0.2797050700425616,0.2250685540367419,0.8046638339537217,-0.31354190343697663,No,No,No,No,8,Zm00001eb143000;Zm00001eb143020;Zm00001eb143030;Zm00001eb143040;Zm00001eb143050;Zm00001eb143060;Zm00001eb143070;Zm00001eb143080,Zm00001eb143000;Zm00001eb143020;Zm00001eb143030;Zm00001eb143040;Zm00001eb143050;Zm00001eb143060;Zm00001eb143070;Zm00001eb143080,protein_coding,2149,6469,5438,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,157,161250001,161750000,161500000,0.05383507412807561,1.4713301089544397,0.19650539124679664,-1.274824717707643,0.24501921576022512,0.1735883491619452,0.7084683077747589,-0.49722477701411916,No,No,Yes,No,2,Zm00001eb143090;Zm00001eb143110,Zm00001eb143090;Zm00001eb143110,protein_coding,1824,5397,5433,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,158,161750001,163750000,162750000,0.06128983976469555,2.3044165808726396,1.9590127748410424,-0.34540380603159715,0.28817992649514473,0.26885383365294696,0.9329374079685478,-0.1001478029234287,No,No,No,No,25,Zm00001eb143120;Zm00001eb143130;Zm00001eb143140;Zm00001eb143150;Zm00001eb143170;Zm00001eb143180;Zm00001eb143190;Zm00001eb143200;Zm00001eb143210;Zm00001eb143220;Zm00001eb143230;Zm00001eb143240;Zm00001eb143250;Zm00001eb143260;Zm00001eb143270;Zm00001eb143280;Zm00001eb143290;Zm00001eb143300;Zm00001eb143310;Zm00001eb143320;Zm00001eb143330;Zm00001eb143340;Zm00001eb143350;Zm00001eb143360;Zm00001eb143370,Zm00001eb143120;Zm00001eb143130;Zm00001eb143140;Zm00001eb143150;Zm00001eb143170;Zm00001eb143180;Zm00001eb143190;Zm00001eb143200;Zm00001eb143210;Zm00001eb143220;Zm00001eb143230;Zm00001eb143240;Zm00001eb143250;Zm00001eb143260;Zm00001eb143270;Zm00001eb143280;Zm00001eb143290;Zm00001eb143300;Zm00001eb143310;Zm00001eb143320;Zm00001eb143330;Zm00001eb143340;Zm00001eb143350;Zm00001eb143360;Zm00001eb143370,protein_coding,16711,30277,32844,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,159,163750001,164750000,164250000,0.08613248257636628,2.9264885070397044,2.710218898344707,-0.21626960869499756,0.3195708439989553,0.3026837327643851,0.9471569088617314,-0.0783246481958637,No,No,No,No,23,Zm00001eb143390;Zm00001eb143400;Zm00001eb143410;Zm00001eb143420;Zm00001eb143430;Zm00001eb143440;Zm00001eb143450;Zm00001eb143460;Zm00001eb143470;Zm00001eb143480;Zm00001eb143500;Zm00001eb143510;Zm00001eb143520;Zm00001eb143530;Zm00001eb143540;Zm00001eb143550;Zm00001eb143560;Zm00001eb143570;Zm00001eb143580;Zm00001eb143590;Zm00001eb143600;Zm00001eb143610;Zm00001eb143620,Zm00001eb143390;Zm00001eb143400;Zm00001eb143410;Zm00001eb143420;Zm00001eb143430;Zm00001eb143440;Zm00001eb143450;Zm00001eb143460;Zm00001eb143470;Zm00001eb143480;Zm00001eb143500;Zm00001eb143510;Zm00001eb143520;Zm00001eb143530;Zm00001eb143540;Zm00001eb143550;Zm00001eb143560;Zm00001eb143570;Zm00001eb143580;Zm00001eb143590;Zm00001eb143600;Zm00001eb143610;Zm00001eb143620,protein_coding,6470,14161,12507,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,160,164750001,166750000,165750000,0.05476530114203341,2.254809951021217,1.4380408252060888,-0.8167691258151284,0.28748290695245865,0.24566956948895002,0.8545536570964779,-0.2267570138734278,No,No,No,No,8,Zm00001eb143640;Zm00001eb143650;Zm00001eb143660;Zm00001eb143670;Zm00001eb143680;Zm00001eb143690;Zm00001eb143700;Zm00001eb143710,Zm00001eb143640;Zm00001eb143650;Zm00001eb143660;Zm00001eb143670;Zm00001eb143680;Zm00001eb143690;Zm00001eb143700;Zm00001eb143710,protein_coding,5979,12147,13621,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,161,166750001,167250000,167000000,0.03796888728453839,1.4849334839640558,0.7984850629081753,-0.6864484210558804,0.24953368710763826,0.21280297468040957,0.8528025900912344,-0.22971627509925008,No,No,No,No,2,Zm00001eb143720;Zm00001eb143730,Zm00001eb143720;Zm00001eb143730,protein_coding,1700,3599,4302,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,162,167250001,167750000,167500000,0.04427997752281415,1.4081000890595117,0.5545148763805461,-0.8535852126789656,0.2454601691994277,0.19981854868905283,0.8140569174247873,-0.296798426175,No,No,No,No,0,,,,1203,2834,3688,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,163,167750001,168250000,168000000,0.040545789519655,1.4913047572748028,0.6598801557801597,-0.8314246014946431,0.24982697559500366,0.20539573323519011,0.8221519423433226,-0.2825230510921656,No,No,No,No,4,Zm00001eb143740;Zm00001eb143750;Zm00001eb143770;Zm00001eb143780,Zm00001eb143740;Zm00001eb143750;Zm00001eb143770;Zm00001eb143780,protein_coding,1556,3238,4472,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,164,168250001,168750000,168500000,0.03995550490816698,1.8048204521763709,0.7503295261298684,-1.0544909260465025,0.2662958574172305,0.20948620168650103,0.7866671442743456,-0.34617476523316587,No,No,No,No,9,Zm00001eb143790;Zm00001eb143800;Zm00001eb143820;Zm00001eb143840;Zm00001eb143850;Zm00001eb143860;Zm00001eb143870;Zm00001eb143880;Zm00001eb143890,Zm00001eb143790;Zm00001eb143800;Zm00001eb143820;Zm00001eb143840;Zm00001eb143850;Zm00001eb143860;Zm00001eb143870;Zm00001eb143880;Zm00001eb143890,protein_coding,2862,6790,6788,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,165,168750001,169750000,169250000,0.09381173876588896,2.8000686163853015,1.940948044424403,-0.8591205719608985,0.31496707821016834,0.2628757944209184,0.8346135599781925,-0.26081973460911595,No,No,No,No,16,Zm00001eb143900;Zm00001eb143910;Zm00001eb143920;Zm00001eb143930;Zm00001eb143940;Zm00001eb143950;Zm00001eb143960;Zm00001eb143970;Zm00001eb143980;Zm00001eb143990;Zm00001eb144000;Zm00001eb144010;Zm00001eb144080;Zm00001eb144100;Zm00001eb144120;Zm00001eb144130,Zm00001eb143900;Zm00001eb143910;Zm00001eb143920;Zm00001eb143930;Zm00001eb143940;Zm00001eb143950;Zm00001eb143960;Zm00001eb143970;Zm00001eb143980;Zm00001eb143990;Zm00001eb144000;Zm00001eb144010;Zm00001eb144080;Zm00001eb144100;Zm00001eb144120;Zm00001eb144130,protein_coding,6062,15252,13022,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,166,169750001,170250000,170000000,0.0804134871690562,2.9179770603562516,2.8871323934763544,-0.030844666879897176,0.3219149557625021,0.3030284040577684,0.9413306173986288,-0.08722657458144906,No,No,No,No,5,Zm00001eb144140;Zm00001eb144160;Zm00001eb144170;Zm00001eb144180;Zm00001eb144210,Zm00001eb144140;Zm00001eb144160;Zm00001eb144170;Zm00001eb144180;Zm00001eb144210,protein_coding,5934,10668,10007,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,167,170250001,170750000,170500000,0.12597180920598153,3.203041254145812,2.6869364871136403,-0.5161047670321719,0.3304834593764943,0.2848056975264242,0.8617850287084021,-0.2146000593257648,No,No,No,No,11,Zm00001eb144220;Zm00001eb144240;Zm00001eb144250;Zm00001eb144260;Zm00001eb144270;Zm00001eb144280;Zm00001eb144290;Zm00001eb144300;Zm00001eb144310;Zm00001eb144320;Zm00001eb144330,Zm00001eb144220;Zm00001eb144240;Zm00001eb144250;Zm00001eb144260;Zm00001eb144270;Zm00001eb144280;Zm00001eb144290;Zm00001eb144300;Zm00001eb144310;Zm00001eb144320;Zm00001eb144330,protein_coding,3238,7798,5836,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,168,170750001,171250000,171000000,0.13496856701136295,3.7871637995490564,2.9558441998979132,-0.8313195996511431,0.34607145219863567,0.30094512328619855,0.8696040120450738,-0.20156949842257782,No,No,No,No,12,Zm00001eb144330;Zm00001eb144340;Zm00001eb144350;Zm00001eb144360;Zm00001eb144370;Zm00001eb144400;Zm00001eb144410;Zm00001eb144420;Zm00001eb144430;Zm00001eb144440;Zm00001eb144450;Zm00001eb144460,Zm00001eb144330;Zm00001eb144340;Zm00001eb144350;Zm00001eb144360;Zm00001eb144370;Zm00001eb144400;Zm00001eb144410;Zm00001eb144420;Zm00001eb144430;Zm00001eb144440;Zm00001eb144450;Zm00001eb144460,protein_coding,3410,8041,6283,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,169,171250001,171750000,171500000,0.10921886605875032,2.8579799722510395,2.202829918666696,-0.6551500535843435,0.31465473428362783,0.2758273689309031,0.8766032697994431,-0.19000403464829096,No,No,No,No,10,Zm00001eb144480;Zm00001eb144490;Zm00001eb144500;Zm00001eb144510;Zm00001eb144520;Zm00001eb144530;Zm00001eb144540;Zm00001eb144560;Zm00001eb144570;Zm00001eb144580,Zm00001eb144480;Zm00001eb144490;Zm00001eb144500;Zm00001eb144510;Zm00001eb144520;Zm00001eb144530;Zm00001eb144540;Zm00001eb144560;Zm00001eb144570;Zm00001eb144580,protein_coding,4565,8583,7833,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,170,171750001,172250000,172000000,0.1352404156287691,3.336243374774524,2.6237404584677817,-0.7125029163067422,0.33768665208817833,0.29061529559978794,0.8606064047918042,-0.2165745177582506,No,No,No,No,8,Zm00001eb144590;Zm00001eb144600;Zm00001eb144610;Zm00001eb144620;Zm00001eb144630;Zm00001eb144640;Zm00001eb144650;Zm00001eb144660,Zm00001eb144590;Zm00001eb144600;Zm00001eb144610;Zm00001eb144620;Zm00001eb144630;Zm00001eb144640;Zm00001eb144650;Zm00001eb144660,protein_coding,2534,6531,4888,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,171,172250001,172750000,172500000,0.12274240674776173,3.5797232941192165,2.9143130980206187,-0.6654101960985979,0.35019294403794693,0.309945904764952,0.8850718155285454,-0.1761335733602494,No,No,No,No,9,Zm00001eb144670;Zm00001eb144680;Zm00001eb144690;Zm00001eb144700;Zm00001eb144710;Zm00001eb144720;Zm00001eb144730;Zm00001eb144740;Zm00001eb144750,Zm00001eb144670;Zm00001eb144680;Zm00001eb144690;Zm00001eb144700;Zm00001eb144710;Zm00001eb144720;Zm00001eb144730;Zm00001eb144740;Zm00001eb144750,protein_coding,4698,9587,8125,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,172,172750001,173750000,173250000,0.11309689026103475,2.9902131623882107,2.5916049876045784,-0.3986081747836323,0.3223337757752573,0.29089575847604454,0.9024675052324257,-0.1480531084654142,No,No,No,No,36,Zm00001eb144760;Zm00001eb144770;Zm00001eb144790;Zm00001eb144800;Zm00001eb144810;Zm00001eb144820;Zm00001eb144840;Zm00001eb144850;Zm00001eb144860;Zm00001eb144870;Zm00001eb144880;Zm00001eb144890;Zm00001eb144900;Zm00001eb144910;Zm00001eb144920;Zm00001eb144930;Zm00001eb144940;Zm00001eb144950;Zm00001eb144960;Zm00001eb144980;Zm00001eb144990;Zm00001eb145000;Zm00001eb145010;Zm00001eb145020;Zm00001eb145030;Zm00001eb145040;Zm00001eb145050;Zm00001eb145060;Zm00001eb145070;Zm00001eb145080;Zm00001eb145090;Zm00001eb145100;Zm00001eb145110;Zm00001eb145120;Zm00001eb145130;Zm00001eb145140,Zm00001eb144760;Zm00001eb144770;Zm00001eb144790;Zm00001eb144800;Zm00001eb144810;Zm00001eb144820;Zm00001eb144840;Zm00001eb144850;Zm00001eb144860;Zm00001eb144870;Zm00001eb144880;Zm00001eb144890;Zm00001eb144900;Zm00001eb144910;Zm00001eb144920;Zm00001eb144930;Zm00001eb144940;Zm00001eb144950;Zm00001eb144960;Zm00001eb144980;Zm00001eb144990;Zm00001eb145000;Zm00001eb145010;Zm00001eb145020;Zm00001eb145030;Zm00001eb145040;Zm00001eb145050;Zm00001eb145060;Zm00001eb145070;Zm00001eb145080;Zm00001eb145090;Zm00001eb145100;Zm00001eb145110;Zm00001eb145120;Zm00001eb145130;Zm00001eb145140,protein_coding,9065,17675,15653,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,173,173750001,174250000,174000000,0.1300993276274752,2.938376974399606,2.748128565014447,-0.19024840938515908,0.3251846284516794,0.30260245305392836,0.9305558337573554,-0.10383537967198195,No,No,No,No,10,Zm00001eb145150;Zm00001eb145160;Zm00001eb145170;Zm00001eb145180;Zm00001eb145190;Zm00001eb145200;Zm00001eb145210;Zm00001eb145220;Zm00001eb145230;Zm00001eb145240,Zm00001eb145150;Zm00001eb145160;Zm00001eb145170;Zm00001eb145180;Zm00001eb145190;Zm00001eb145200;Zm00001eb145210;Zm00001eb145220;Zm00001eb145230;Zm00001eb145240,protein_coding,2938,7451,6260,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,174,174250001,174750000,174500000,0.11669489474647374,2.684144654460478,1.5807970933276496,-1.1033475611328285,0.3050726010420978,0.23761458845148498,0.77887882307299,-0.36052920170978703,No,No,No,No,12,Zm00001eb145240;Zm00001eb145270;Zm00001eb145290;Zm00001eb145310;Zm00001eb145320;Zm00001eb145330;Zm00001eb145340;Zm00001eb145350;Zm00001eb145370;Zm00001eb145380;Zm00001eb145390;Zm00001eb145400,Zm00001eb145240;Zm00001eb145270;Zm00001eb145290;Zm00001eb145310;Zm00001eb145320;Zm00001eb145330;Zm00001eb145340;Zm00001eb145350;Zm00001eb145370;Zm00001eb145380;Zm00001eb145390;Zm00001eb145400,protein_coding,3200,7670,6936,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,175,174750001,175750000,175250000,0.1180012953386625,2.966193479602737,1.9826560330419378,-0.9835374465607993,0.32105444225877905,0.2715151215131042,0.8456980679129033,-0.2417854122442225,No,No,No,No,21,Zm00001eb145400;Zm00001eb145420;Zm00001eb145430;Zm00001eb145440;Zm00001eb145450;Zm00001eb145460;Zm00001eb145470;Zm00001eb145480;Zm00001eb145490;Zm00001eb145500;Zm00001eb145510;Zm00001eb145520;Zm00001eb145530;Zm00001eb145540;Zm00001eb145550;Zm00001eb145560;Zm00001eb145570;Zm00001eb145580;Zm00001eb145600;Zm00001eb145610;Zm00001eb145630,Zm00001eb145400;Zm00001eb145420;Zm00001eb145430;Zm00001eb145440;Zm00001eb145450;Zm00001eb145460;Zm00001eb145470;Zm00001eb145480;Zm00001eb145490;Zm00001eb145500;Zm00001eb145510;Zm00001eb145520;Zm00001eb145530;Zm00001eb145540;Zm00001eb145550;Zm00001eb145560;Zm00001eb145570;Zm00001eb145580;Zm00001eb145600;Zm00001eb145610;Zm00001eb145630,protein_coding,7850,19516,15995,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,176,175750001,176750000,176250000,0.10719662758605292,2.7610027538739925,1.1239330534475247,-1.6370697004264678,0.31399110381513384,0.22783613311254708,0.7256133385444208,-0.46272711852062837,No,Yes,Yes,No,18,Zm00001eb145640;Zm00001eb145650;Zm00001eb145660;Zm00001eb145670;Zm00001eb145680;Zm00001eb145690;Zm00001eb145700;Zm00001eb145710;Zm00001eb145720;Zm00001eb145730;Zm00001eb145740;Zm00001eb145750;Zm00001eb145760;Zm00001eb145770;Zm00001eb145780;Zm00001eb145790;Zm00001eb145800;Zm00001eb145810,Zm00001eb145640;Zm00001eb145650;Zm00001eb145660;Zm00001eb145670;Zm00001eb145680;Zm00001eb145690;Zm00001eb145700;Zm00001eb145710;Zm00001eb145720;Zm00001eb145730;Zm00001eb145740;Zm00001eb145750;Zm00001eb145760;Zm00001eb145770;Zm00001eb145780;Zm00001eb145790;Zm00001eb145800;Zm00001eb145810,protein_coding,6695,15435,14478,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,177,176750001,178250000,177500000,0.1544936120754864,2.408128216339733,1.8932925770100941,-0.5148356393296387,0.2957970188404561,0.2626911612547449,0.8880791371208258,-0.1712398533967643,No,No,No,No,40,Zm00001eb145820;Zm00001eb145830;Zm00001eb145840;Zm00001eb145850;Zm00001eb145860;Zm00001eb145870;Zm00001eb145880;Zm00001eb145890;Zm00001eb145900;Zm00001eb145910;Zm00001eb145920;Zm00001eb145940;Zm00001eb145950;Zm00001eb145960;Zm00001eb145970;Zm00001eb145980;Zm00001eb145990;Zm00001eb146000;Zm00001eb146010;Zm00001eb146020;Zm00001eb146030;Zm00001eb146040;Zm00001eb146050;Zm00001eb146060;Zm00001eb146070;Zm00001eb146080;Zm00001eb146090;Zm00001eb146100;Zm00001eb146110;Zm00001eb146120;Zm00001eb146130;Zm00001eb146140;Zm00001eb146150;Zm00001eb146160;Zm00001eb146170;Zm00001eb146180;Zm00001eb146190;Zm00001eb146210;Zm00001eb146220;Zm00001eb146230,Zm00001eb145820;Zm00001eb145830;Zm00001eb145840;Zm00001eb145850;Zm00001eb145860;Zm00001eb145870;Zm00001eb145880;Zm00001eb145890;Zm00001eb145900;Zm00001eb145910;Zm00001eb145920;Zm00001eb145940;Zm00001eb145950;Zm00001eb145960;Zm00001eb145970;Zm00001eb145980;Zm00001eb145990;Zm00001eb146000;Zm00001eb146010;Zm00001eb146020;Zm00001eb146030;Zm00001eb146040;Zm00001eb146050;Zm00001eb146060;Zm00001eb146070;Zm00001eb146080;Zm00001eb146090;Zm00001eb146100;Zm00001eb146110;Zm00001eb146120;Zm00001eb146130;Zm00001eb146140;Zm00001eb146150;Zm00001eb146160;Zm00001eb146170;Zm00001eb146180;Zm00001eb146190;Zm00001eb146210;Zm00001eb146220;Zm00001eb146230,protein_coding,10319,21846,21318,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,178,178250001,178750000,178500000,0.05440918746570222,2.998109385855715,2.250998694327401,-0.7471106915283139,0.3170460367779586,0.27751594970508686,0.8753175170565011,-0.19212165258285663,No,No,No,No,7,Zm00001eb146240;Zm00001eb146250;Zm00001eb146260;Zm00001eb146270;Zm00001eb146280;Zm00001eb146300;Zm00001eb146310,Zm00001eb146240;Zm00001eb146250;Zm00001eb146260;Zm00001eb146270;Zm00001eb146280;Zm00001eb146300;Zm00001eb146310,protein_coding,2827,5938,5640,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,179,178750001,179250000,179000000,0.06262682877877815,2.859727489320855,2.4101756777685073,-0.4495518115523476,0.3085170382774755,0.29125898789874305,0.9440612730010366,-0.0830475961201715,No,No,No,No,9,Zm00001eb146320;Zm00001eb146330;Zm00001eb146340;Zm00001eb146350;Zm00001eb146370;Zm00001eb146380;Zm00001eb146390;Zm00001eb146400;Zm00001eb146420,Zm00001eb146320;Zm00001eb146330;Zm00001eb146340;Zm00001eb146350;Zm00001eb146370;Zm00001eb146380;Zm00001eb146390;Zm00001eb146400;Zm00001eb146420,protein_coding,4496,8107,8516,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr3,3,NC_050098.1,180,179250001,179750000,179500000,0.05792033545048786,2.3573727547293957,2.081750157094941,-0.2756225976344546,0.2933147303773489,0.2797243888436808,0.9536663517847053,-0.06844347940964346,No,No,No,No,9,Zm00001eb146430;Zm00001eb146440;Zm00001eb146450;Zm00001eb146460;Zm00001eb146480;Zm00001eb146490;Zm00001eb146500;Zm00001eb146510;Zm00001eb146520,Zm00001eb146430;Zm00001eb146440;Zm00001eb146450;Zm00001eb146460;Zm00001eb146480;Zm00001eb146490;Zm00001eb146500;Zm00001eb146510;Zm00001eb146520,protein_coding,4703,7573,8504,NA,NA,NA,NA,192,192
